family,x,y,count
P3,-0.23,0.63,3000
P3,-0.23,0.64,3285
P3,-0.22,0.63,2721
P3,0.19,0.40,38144
P3,-0.17,1.17,224
P3,-0.15,1.17,377
P3,0.11,0.38,1498
P3,-0.04,0.81,634
P3,0.12,0.33,27634
P3,0.12,0.34,8193
P3,-0.08,1.30,244
P3,-0.09,1.30,247
P3,-0.10,1.30,255
P3,-0.10,0.40,1333
P3,0.16,1.33,366
P3,0.15,1.33,343
P3,0.14,1.33,247
P3,-0.11,0.80,475
P3,-0.12,0.80,469
P3,0.15,0.27,3110
P3,0.04,1.09,319
P3,0.05,1.09,454
P3,0.01,0.62,1182
P3,0.01,0.63,1009
P3,0.13,0.47,1042
P3,0.14,0.47,1027
P3,0.15,0.47,938
P3,-0.01,0.43,2487
P3,0.00,0.43,2471
P3,-0.18,0.89,647
P3,-0.17,0.89,589
P3,-0.17,0.88,449
P3,0.15,0.41,2413
P3,-0.20,0.73,1715
P3,-0.20,0.74,1168
P3,-0.21,0.74,1379
P3,0.06,0.26,45419
P3,-0.10,0.24,37326
P3,0.17,0.53,1136
P3,0.17,0.54,897
P3,-0.07,0.55,1729
P3,-0.07,0.56,914
P3,-0.08,0.56,1035
P3,-0.08,0.55,1457
P3,0.11,0.47,1342
P3,0.12,0.47,1417
P3,-0.10,0.71,436
P3,-0.11,0.71,358
P3,-0.12,0.70,298
P3,-0.18,0.59,1445
P3,-0.19,0.59,1911
P3,-0.11,0.28,12200
P3,-0.21,0.71,1870
P3,-0.19,0.71,1196
P3,-0.19,0.58,1828
P3,0.14,0.73,494
P3,0.15,0.73,571
P3,0.16,0.73,747
P3,-0.18,0.56,1561
P3,-0.18,0.57,1396
P3,-0.17,0.57,1002
P3,-0.17,0.56,1037
P3,0.24,0.74,1464
P3,0.23,0.74,2016
P3,0.04,0.38,2420
P3,-0.24,0.78,1324
P3,-0.23,0.78,1323
P3,0.03,0.43,2118
P3,0.03,0.42,2261
P3,0.19,0.77,658
P3,0.18,0.77,641
P3,0.17,0.77,495
P3,-0.24,0.61,3012
P3,0.10,0.62,572
P3,0.11,0.62,797
P3,-0.01,0.37,2208
P3,-0.01,0.36,2906
P3,0.24,1.16,154
P3,0.24,1.17,234
P3,0.23,1.17,413
P3,0.23,1.16,226
P3,0.22,1.16,346
P3,-0.07,1.03,454
P3,-0.08,1.03,454
P3,-0.09,1.03,452
P3,-0.09,1.02,375
P3,0.15,1.04,589
P3,0.14,1.04,418
P3,0.03,0.72,529
P3,0.04,0.72,707
P3,-0.16,0.39,9114
P3,-0.14,0.40,2088
P3,0.01,0.57,1607
P3,0.01,0.56,1416
P3,0.24,0.86,945
P3,-0.09,0.51,730
P3,-0.09,0.52,938
P3,-0.10,0.51,709
P3,-0.21,0.63,1861
P3,0.23,0.99,733
P3,0.22,0.99,643
P3,0.21,0.99,610
P3,0.17,1.33,336
P3,0.18,1.33,298
P3,0.19,1.33,211
P3,-0.21,1.20,334
P3,-0.19,1.21,362
P3,-0.19,1.20,442
P3,-0.24,1.26,290
P3,-0.23,1.26,427
P3,-0.23,1.25,267
P3,0.21,1.06,572
P3,0.21,1.07,627
P3,0.20,1.07,730
P3,0.20,1.06,629
P3,0.01,0.78,703
P3,0.02,0.78,668
P3,-0.01,0.70,1153
P3,0.00,0.70,912
P3,-0.06,0.39,2112
P3,-0.06,0.38,2035
P3,0.13,0.95,434
P3,0.19,0.57,2141
P3,0.20,0.57,2130
P3,0.20,0.58,2281
P3,0.18,0.43,5854
P3,0.17,0.43,4198
P3,-0.01,0.27,8005
P3,0.18,0.65,1159
P3,0.18,0.64,943
P3,0.02,1.09,453
P3,0.03,1.09,553
P3,0.02,0.45,2177
P3,-0.02,0.71,567
P3,-0.02,0.72,937
P3,-0.03,0.72,997
P3,-0.21,0.97,747
P3,-0.14,0.89,452
P3,-0.13,0.89,403
P3,-0.11,0.33,9137
P3,-0.10,0.33,4457
P3,-0.19,0.91,633
P3,-0.18,0.91,489
P3,0.24,1.12,269
P3,0.23,1.12,553
P3,0.22,1.12,453
P3,-0.05,0.34,3350
P3,-0.05,0.33,3161
P3,-0.19,0.36,2181
P3,-0.16,0.45,1868
P3,-0.16,0.46,1703
P3,0.08,0.26,26417
P3,0.01,0.92,426
P3,0.01,0.93,556
P3,0.11,0.64,653
P3,0.12,0.64,582
P3,-0.10,0.31,29445
P3,-0.11,0.31,39153
P3,0.13,0.55,984
P3,-0.23,0.60,4029
P3,0.03,0.44,1981
P3,0.23,0.61,3504
P3,-0.10,0.79,573
P3,-0.10,0.80,493
P3,-0.11,0.79,413
P3,-0.08,0.97,412
P3,-0.08,0.98,307
P3,-0.09,0.98,362
P3,-0.09,0.97,574
P3,-0.24,0.74,1248
P3,-0.05,0.84,558
P3,-0.06,0.84,469
P3,-0.07,0.84,516
P3,-0.24,0.77,1221
P3,-0.01,0.35,3444
P3,-0.13,0.70,487
P3,-0.13,0.71,376
P3,-0.14,0.70,427
P3,0.07,0.35,2340
P3,-0.22,0.69,2132
P3,-0.21,0.69,1741
P3,0.16,0.43,2474
P3,0.01,0.49,1809
P3,-0.20,0.81,768
P3,0.19,0.54,2959
P3,0.19,0.55,2540
P3,0.20,0.55,3366
P3,0.20,0.54,3716
P3,0.21,0.56,3490
P3,0.20,0.56,2498
P3,0.16,0.27,577
P3,0.01,0.46,2786
P3,-0.01,0.46,2329
P3,0.20,0.88,685
P3,0.16,0.54,810
P3,0.14,0.96,359
P3,0.23,0.90,1217
P3,-0.07,0.74,778
P3,-0.07,0.75,957
P3,-0.08,0.75,742
P3,-0.08,0.74,796
P3,0.12,0.30,13302
P3,0.23,0.80,1388
P3,0.22,0.80,1313
P3,0.21,0.80,978
P3,0.03,0.29,6283
P3,-0.17,0.48,1653
P3,-0.18,0.49,1976
P3,-0.18,0.48,2482
P3,0.00,0.90,702
P3,0.00,0.91,566
P3,0.01,0.91,569
P3,0.01,0.90,533
P3,-0.12,0.64,700
P3,-0.13,0.64,498
P3,0.19,0.84,528
P3,-0.24,0.93,706
P3,-0.23,0.93,839
P3,0.13,0.31,16840
P3,0.20,0.62,1635
P3,0.11,0.72,508
P3,0.19,0.68,1381
P3,0.19,0.67,804
P3,-0.18,1.00,440
P3,-0.17,1.00,349
P3,-0.16,1.00,287
P3,0.19,0.66,1143
P3,0.18,0.66,848
P3,0.18,0.67,826
P3,0.17,0.67,785
P3,0.17,0.66,490
P3,-0.17,0.93,570
P3,-0.17,0.94,513
P3,-0.18,0.94,812
P3,-0.18,0.93,731
P3,-0.19,0.93,757
P3,0.02,0.54,1724
P3,0.02,0.29,4113
P3,0.02,0.30,3722
P3,0.01,0.30,3915
P3,0.18,0.47,2973
P3,-0.20,0.62,1937
P3,-0.20,0.80,1061
P3,-0.21,0.80,1205
P3,0.01,0.69,1122
P3,0.01,0.70,751
P3,-0.24,0.80,1170
P3,-0.24,0.81,1284
P3,-0.22,0.80,951
P3,-0.09,1.16,302
P3,-0.10,1.16,341
P3,-0.11,1.16,289
P3,-0.04,0.46,2029
P3,0.20,0.87,530
P3,0.20,0.86,604
P3,0.05,0.20,25295
P3,-0.24,1.22,392
P3,-0.23,1.22,502
P3,-0.23,1.21,421
P3,0.08,1.26,155
P3,0.09,1.26,394
P3,0.09,1.27,244
P3,0.10,1.26,208
P3,0.13,0.49,794
P3,0.12,0.48,1175
P3,0.05,0.31,4287
P3,0.04,0.31,3949
P3,0.03,0.30,3796
P3,-0.04,1.23,275
P3,-0.04,1.24,437
P3,-0.05,1.24,364
P3,-0.05,1.23,188
P3,0.01,0.38,2970
P3,0.02,0.38,2400
P3,0.03,0.38,2321
P3,-0.13,1.28,154
P3,-0.13,1.29,91
P3,-0.14,1.29,325
P3,-0.14,1.28,198
P3,0.17,0.57,1031
P3,0.16,0.57,724
P3,0.22,0.79,1460
P3,0.23,0.79,1273
P3,-0.02,0.45,1696
P3,0.17,0.60,1082
P3,0.17,0.61,1108
P3,-0.11,0.73,598
P3,-0.11,0.74,559
P3,-0.12,0.74,475
P3,-0.13,0.74,452
P3,-0.13,0.73,433
P3,0.11,1.05,377
P3,0.13,1.05,280
P3,-0.14,0.87,342
P3,-0.14,0.88,497
P3,-0.15,0.88,576
P3,-0.16,0.88,383
P3,0.23,1.11,481
P3,0.24,1.11,289
P3,0.24,1.10,319
P3,-0.01,0.57,1215
P3,-0.02,0.57,1352
P3,0.13,1.04,484
P3,0.12,1.04,483
P3,0.11,1.04,244
P3,0.11,1.03,512
P3,-0.07,0.58,899
P3,-0.09,0.58,700
P3,-0.09,0.50,1049
P3,-0.11,0.51,883
P3,-0.11,0.50,909
P3,0.03,0.66,1142
P3,0.04,0.66,1187
P3,0.15,1.00,283
P3,0.14,1.00,284
P3,-0.15,0.56,650
P3,-0.07,0.63,812
P3,-0.07,0.64,691
P3,-0.08,0.64,923
P3,-0.08,0.63,963
P3,0.04,1.05,314
P3,0.05,1.05,392
P3,0.09,0.89,437
P3,0.10,0.89,387
P3,0.06,1.31,332
P3,0.06,1.32,247
P3,0.07,1.32,226
P3,0.07,1.31,150
P3,0.08,0.22,33082
P3,0.09,0.22,43739
P3,0.08,0.63,556
P3,0.08,0.64,1104
P3,-0.20,0.69,1168
P3,-0.19,0.69,973
P3,-0.06,0.20,38353
P3,0.11,0.66,469
P3,0.12,0.66,449
P3,0.13,0.66,346
P3,0.07,0.60,1180
P3,0.07,0.61,1046
P3,0.09,0.60,1277
P3,0.19,0.79,773
P3,0.18,0.79,697
P3,0.17,0.79,517
P3,0.07,0.42,1795
P3,-0.14,0.81,463
P3,-0.15,0.81,477
P3,-0.15,0.80,364
P3,0.18,0.74,782
P3,0.17,0.74,531
P3,0.16,0.74,467
P3,0.23,1.19,490
P3,0.22,1.19,509
P3,0.22,1.20,560
P3,0.21,1.19,337
P3,0.12,0.31,29056
P3,0.11,0.33,9448
P3,0.14,0.68,335
P3,0.15,0.67,319
P3,0.11,0.67,618
P3,-0.03,0.60,1241
P3,-0.03,0.61,1035
P3,-0.04,0.61,1243
P3,-0.05,0.60,981
P3,-0.15,0.53,596
P3,-0.16,0.53,837
P3,-0.17,0.53,1292
P3,0.14,0.64,580
P3,0.15,0.64,804
P3,0.16,0.64,673
P3,0.08,0.74,847
P3,0.09,0.74,754
P3,0.10,0.74,585
P3,0.07,0.27,45254
P3,0.07,0.28,16903
P3,0.06,0.28,7773
P3,-0.04,0.54,1229
P3,-0.23,1.36,279
P3,-0.23,1.37,346
P3,-0.22,1.37,200
P3,-0.21,1.37,117
P3,-0.21,1.36,254
P3,-0.12,1.31,400
P3,-0.13,1.31,252
P3,-0.13,1.30,292
P3,-0.19,0.64,1263
P3,-0.02,0.44,1695
P3,0.18,0.33,1348
P3,-0.05,0.31,4586
P3,-0.05,0.30,5792
P3,-0.09,0.39,1779
P3,-0.10,0.39,1416
P3,-0.10,0.38,1573
P3,-0.09,1.12,306
P3,-0.10,1.12,272
P3,-0.11,1.12,387
P3,-0.11,1.11,237
P3,0.23,1.31,342
P3,0.23,1.32,522
P3,0.24,1.32,297
P3,0.24,1.31,295
P3,-0.18,0.88,707
P3,-0.17,0.87,616
P3,-0.21,0.95,826
P3,0.24,1.36,245
P3,-0.08,0.48,1209
P3,-0.07,0.49,1093
P3,-0.07,0.48,1360
P3,-0.04,0.65,1218
P3,-0.04,0.66,913
P3,-0.03,0.66,1040
P3,-0.03,0.65,1053
P3,-0.11,0.21,7449
P3,-0.17,0.45,2813
P3,-0.21,1.30,218
P3,-0.20,1.30,268
P3,-0.19,1.30,368
P3,0.01,0.41,2109
P3,0.22,0.92,608
P3,0.21,0.92,863
P3,0.20,0.92,911
P3,0.11,0.22,4947
P3,-0.07,0.78,475
P3,-0.08,0.78,500
P3,-0.18,0.81,637
P3,-0.17,0.81,519
P3,0.19,0.72,856
P3,0.18,0.72,488
P3,0.18,0.84,535
P3,0.17,0.84,536
P3,0.17,0.85,448
P3,0.16,0.84,406
P3,0.11,0.48,1114
P3,0.10,0.47,1159
P3,-0.04,0.88,602
P3,-0.04,0.89,556
P3,-0.07,0.95,215
P3,-0.08,0.96,293
P3,-0.09,0.96,344
P3,-0.09,0.95,163
P3,-0.17,0.96,417
P3,-0.16,0.96,379
P3,-0.15,0.96,365
P3,-0.02,0.43,2513
P3,0.11,0.97,176
P3,0.12,0.98,437
P3,0.04,0.46,2269
P3,0.24,1.18,200
P3,0.09,0.55,743
P3,0.09,0.56,1165
P3,0.10,0.55,990
P3,-0.02,0.36,3195
P3,0.24,0.81,964
P3,0.23,0.81,1425
P3,0.03,0.94,504
P3,0.03,0.95,326
P3,0.04,0.95,449
P3,0.04,0.94,446
P3,0.23,0.73,1299
P3,0.22,0.73,1689
P3,0.09,0.23,40376
P3,0.10,0.23,34587
P3,0.03,0.46,2438
P3,0.11,0.34,3905
P3,-0.11,0.22,4870
P3,-0.06,0.67,901
P3,0.11,0.89,388
P3,0.02,0.47,1964
P3,0.01,0.47,2137
P3,0.02,0.46,2291
P3,0.12,0.74,475
P3,0.13,0.74,414
P3,-0.04,0.97,291
P3,-0.04,0.98,274
P3,-0.05,0.98,478
P3,-0.05,0.97,362
P3,-0.06,0.97,353
P3,0.19,0.92,555
P3,0.20,0.52,4174
P3,-0.09,0.36,1662
P3,-0.12,1.02,251
P3,-0.11,1.03,470
P3,-0.11,1.02,295
P3,-0.10,1.02,252
P3,0.07,0.21,28723
P3,0.13,0.87,332
P3,0.13,0.88,280
P3,0.14,0.88,399
P3,0.15,0.88,420
P3,0.17,0.47,2739
P3,0.17,0.65,744
P3,0.16,0.65,532
P3,-0.10,0.56,736
P3,-0.10,0.57,996
P3,-0.11,0.56,801
P3,0.00,1.14,264
P3,0.00,1.15,430
P3,0.02,0.86,608
P3,0.02,0.87,520
P3,0.03,0.87,470
P3,0.03,0.86,498
P3,-0.12,0.31,28525
P3,-0.04,0.71,550
P3,-0.04,0.51,1463
P3,0.24,0.83,1137
P3,-0.03,1.27,283
P3,-0.03,1.26,232
P3,0.04,1.02,406
P3,0.04,1.03,437
P3,0.05,1.03,494
P3,0.05,1.02,188
P3,-0.22,0.98,747
P3,-0.21,0.98,742
P3,0.17,0.86,478
P3,0.16,0.86,526
P3,0.15,0.86,356
P3,0.18,0.53,1730
P3,0.17,0.52,1092
P3,0.23,0.71,1816
P3,0.24,0.71,1371
P3,0.24,0.70,1356
P3,0.06,0.76,425
P3,0.06,0.77,820
P3,0.07,0.77,578
P3,0.07,0.76,309
P3,0.21,0.57,2783
P3,-0.18,0.55,1440
P3,0.07,0.43,1338
P3,0.05,0.46,1850
P3,-0.14,0.64,444
P3,0.14,0.42,1312
P3,-0.14,0.99,314
P3,0.14,0.72,407
P3,-0.23,1.02,452
P3,-0.23,1.03,834
P3,-0.22,1.03,622
P3,-0.21,1.03,633
P3,-0.21,1.02,574
P3,-0.03,0.46,2328
P3,0.15,0.78,341
P3,0.15,0.79,395
P3,0.16,0.79,437
P3,0.17,0.78,461
P3,-0.15,0.70,371
P3,-0.16,0.70,433
P3,-0.19,1.27,350
P3,-0.18,1.27,394
P3,-0.10,0.53,749
P3,-0.11,0.53,728
P3,-0.22,0.66,2134
P3,-0.22,0.67,1864
P3,-0.21,0.67,1766
P3,-0.20,0.83,1059
P3,-0.19,0.84,745
P3,-0.18,0.84,552
P3,0.15,0.56,539
P3,0.16,0.56,779
P3,0.22,0.81,1376
P3,0.11,0.69,658
P3,0.12,0.69,479
P3,-0.05,0.80,661
P3,-0.05,0.81,708
P3,0.11,0.40,1057
P3,-0.01,0.58,1183
P3,-0.02,0.58,1206
P3,0.03,1.02,261
P3,0.03,1.03,464
P3,0.02,1.03,704
P3,0.02,1.02,466
P3,0.15,1.03,490
P3,0.14,1.03,419
P3,0.13,1.03,337
P3,-0.10,0.42,1421
P3,0.20,0.89,830
P3,0.19,0.90,695
P3,0.19,0.89,805
P3,0.18,0.89,739
P3,0.09,0.68,682
P3,0.10,0.68,528
P3,0.11,0.68,487
P3,-0.03,0.85,559
P3,-0.04,0.84,464
P3,-0.13,0.45,1195
P3,-0.11,0.45,1079
P3,0.02,0.34,4005
P3,0.01,0.34,3751
P3,-0.03,1.01,342
P3,-0.03,1.02,325
P3,-0.04,1.02,432
P3,-0.05,1.01,352
P3,0.16,1.07,426
P3,0.15,1.07,411
P3,0.14,1.07,252
P3,-0.16,0.55,1021
P3,0.06,1.21,283
P3,0.06,1.20,168
P3,-0.02,0.61,918
P3,-0.01,0.61,831
P3,-0.01,0.60,1145
P3,0.08,0.23,16017
P3,-0.22,0.82,1246
P3,-0.22,0.83,1272
P3,-0.21,0.83,950
P3,-0.24,1.03,658
P3,-0.24,1.04,591
P3,-0.23,1.04,842
P3,-0.22,1.04,769
P3,0.23,1.00,663
P3,0.23,1.01,601
P3,0.18,0.59,1381
P3,-0.21,0.39,187
P3,0.12,1.36,128
P3,0.13,1.36,166
P3,0.14,1.36,136
P3,0.01,0.32,7065
P3,-0.20,0.63,1378
P3,-0.19,0.63,1285
P3,-0.19,0.62,1526
P3,0.21,0.83,809
P3,0.19,0.83,598
P3,0.00,0.44,1917
P3,0.05,0.88,811
P3,0.05,0.89,857
P3,-0.08,0.27,42878
P3,-0.08,0.26,25496
P3,-0.13,0.55,790
P3,-0.13,0.56,610
P3,-0.09,0.72,679
P3,-0.09,0.73,762
P3,-0.10,0.73,775
P3,-0.10,0.72,639
P3,0.00,0.83,855
P3,0.00,0.84,727
P3,0.01,0.83,764
P3,0.01,1.26,290
P3,0.01,1.27,337
P3,0.02,1.26,193
P3,0.09,0.62,751
P3,-0.02,0.42,2433
P3,-0.03,0.42,2325
P3,0.21,0.75,1592
P3,0.20,0.75,1418
P3,0.19,0.74,1119
P3,0.03,0.84,937
P3,0.03,0.85,580
P3,0.02,0.85,410
P3,0.02,0.84,638
P3,-0.21,1.04,504
P3,-0.05,1.21,213
P3,-0.05,1.22,181
P3,-0.07,0.45,2018
P3,-0.19,0.73,791
P3,0.17,0.90,480
P3,0.18,0.90,519
P3,-0.01,1.08,337
P3,-0.01,1.09,369
P3,-0.02,1.08,194
P3,-0.03,1.08,292
P3,-0.01,0.56,1607
P3,-0.02,0.56,1762
P3,-0.03,0.56,1321
P3,-0.01,1.22,174
P3,-0.01,1.23,232
P3,-0.17,0.64,1000
P3,-0.18,0.64,874
P3,-0.18,0.65,968
P3,-0.19,0.65,969
P3,0.03,0.89,669
P3,0.04,0.89,511
P3,0.22,0.75,1654
P3,0.13,0.40,1408
P3,-0.05,0.32,2766
P3,-0.06,0.32,2941
P3,0.24,1.01,424
P3,0.24,1.00,459
P3,-0.22,0.99,612
P3,-0.04,0.63,974
P3,-0.19,1.02,593
P3,-0.20,1.02,656
P3,-0.20,1.03,599
P3,0.16,0.85,481
P3,-0.14,0.20,64
P3,-0.13,0.20,1176
P3,-0.07,0.29,8129
P3,0.11,1.15,233
P3,0.11,1.16,359
P3,0.02,0.69,828
P3,0.02,0.70,923
P3,-0.09,0.74,578
P3,0.17,1.35,166
P3,0.16,1.35,186
P3,0.15,1.35,165
P3,0.14,0.55,794
P3,0.15,0.55,691
P3,0.16,0.55,780
P3,0.14,1.11,243
P3,0.14,1.12,282
P3,0.13,1.12,229
P3,0.13,1.11,266
P3,-0.01,1.18,290
P3,0.00,1.18,227
P3,0.00,1.17,173
P3,0.16,1.02,244
P3,0.01,0.60,1589
P3,0.01,0.61,1294
P3,0.07,0.22,15351
P3,0.01,1.06,248
P3,0.01,1.07,362
P3,0.09,0.63,503
P3,0.10,0.64,593
P3,0.11,0.43,962
P3,0.12,0.44,829
P3,0.20,0.99,577
P3,0.19,0.99,463
P3,0.18,0.99,400
P3,0.21,1.04,915
P3,0.23,1.04,781
P3,-0.19,0.74,748
P3,-0.18,0.73,601
P3,-0.17,0.73,467
P3,-0.05,0.40,2001
P3,-0.05,0.41,2146
P3,-0.06,0.41,1719
P3,-0.07,0.41,1973
P3,-0.07,0.40,2364
P3,0.07,0.82,394
P3,0.08,0.82,644
P3,0.10,0.48,1140
P3,0.10,0.49,917
P3,-0.01,0.59,1341
P3,-0.03,0.59,1178
P3,0.06,0.89,417
P3,0.07,0.89,413
P3,0.08,0.89,404
P3,-0.08,0.87,576
P3,-0.09,0.87,442
P3,0.19,0.62,1241
P3,-0.05,0.37,2214
P3,0.07,0.62,1101
P3,-0.08,1.07,379
P3,0.11,0.35,1915
P3,0.12,0.35,3459
P3,0.09,0.45,1412
P3,0.10,0.45,1551
P3,-0.17,1.08,483
P3,-0.16,1.08,335
P3,-0.16,1.07,510
P3,0.18,0.85,510
P3,0.05,1.12,326
P3,0.05,1.13,307
P3,0.06,1.12,183
P3,0.08,0.38,1863
P3,-0.13,0.63,407
P3,0.18,0.54,1242
P3,-0.13,0.42,1131
P3,0.06,0.34,2728
P3,0.02,0.92,419
P3,0.00,0.93,635
P3,0.00,0.92,590
P3,-0.16,0.91,504
P3,-0.15,0.91,509
P3,-0.15,0.92,506
P3,-0.14,0.92,437
P3,-0.14,0.91,393
P3,-0.18,1.19,611
P3,-0.17,1.19,549
P3,-0.02,0.38,2391
P3,-0.23,0.92,841
P3,0.07,0.39,2362
P3,0.08,0.39,1798
P3,0.09,0.39,1521
P3,-0.07,0.28,16474
P3,0.24,0.79,1013
P3,0.23,0.78,1239
P3,-0.24,0.92,589
P3,-0.16,0.25,4
P3,-0.03,0.92,533
P3,-0.04,0.92,579
P3,-0.04,0.93,561
P3,-0.05,0.93,472
P3,-0.05,0.92,382
P3,0.16,0.61,815
P3,0.19,1.16,363
P3,0.18,1.16,473
P3,0.17,1.16,399
P3,0.12,0.62,705
P3,0.12,0.61,460
P3,-0.15,1.26,361
P3,-0.15,1.27,248
P3,-0.16,1.27,207
P3,-0.16,1.26,272
P3,-0.18,0.54,1155
P3,-0.03,0.38,2311
P3,0.21,0.89,956
P3,-0.05,0.57,1470
P3,-0.05,0.58,896
P3,-0.19,0.79,785
P3,-0.20,0.77,1057
P3,-0.20,0.76,809
P3,0.15,1.20,296
P3,0.16,1.20,315
P3,-0.24,1.32,242
P3,0.09,0.48,1052
P3,-0.17,0.28,31
P3,0.15,0.36,28714
P3,0.01,0.76,1049
P3,0.02,0.75,804
P3,0.13,0.85,353
P3,0.13,0.86,159
P3,0.14,0.86,188
P3,-0.22,0.70,1933
P3,0.24,0.82,994
P3,-0.12,1.08,358
P3,-0.13,1.08,423
P3,-0.14,1.08,266
P3,0.13,0.61,278
P3,0.13,0.62,532
P3,0.14,0.62,446
P3,0.09,0.54,961
P3,0.15,0.80,515
P3,0.16,0.80,448
P3,-0.16,0.81,478
P3,-0.11,1.13,184
P3,-0.11,1.14,179
P3,-0.12,1.14,219
P3,-0.12,1.13,223
P3,-0.13,1.13,255
P3,-0.15,1.25,270
P3,-0.16,1.25,236
P3,-0.17,1.25,208
P3,-0.17,1.24,263
P3,-0.07,0.61,1063
P3,-0.08,0.61,911
P3,-0.09,0.60,722
P3,0.07,1.22,89
P3,0.08,1.22,280
P3,0.09,1.22,245
P3,-0.14,0.79,461
P3,-0.14,0.80,470
P3,-0.15,0.79,512
P3,0.08,0.73,669
P3,0.17,0.91,346
P3,0.16,0.91,423
P3,0.15,0.91,415
P3,-0.16,1.05,520
P3,-0.15,1.05,379
P3,0.12,0.87,510
P3,0.22,0.94,601
P3,0.01,0.51,1364
P3,0.02,0.51,1419
P3,0.02,0.52,1873
P3,0.03,0.51,1424
P3,-0.13,0.85,357
P3,-0.14,0.85,345
P3,-0.15,0.85,567
P3,-0.15,0.84,412
P3,0.14,0.54,649
P3,0.15,0.54,529
P3,-0.13,0.96,249
P3,-0.14,0.96,245
P3,0.13,0.41,1483
P3,0.09,0.21,40113
P3,0.10,0.21,7919
P3,-0.09,0.54,820
P3,-0.10,0.54,1036
P3,-0.11,0.54,896
P3,-0.09,0.43,1942
P3,0.13,0.48,886
P3,0.00,0.59,1192
P3,0.00,0.60,1197
P3,0.01,0.59,1436
P3,-0.17,1.05,446
P3,-0.17,1.06,347
P3,-0.18,1.06,453
P3,-0.18,1.05,432
P3,0.23,0.86,795
P3,0.22,0.86,773
P3,-0.04,1.17,263
P3,-0.03,1.17,303
P3,-0.03,1.18,431
P3,-0.16,0.67,512
P3,-0.16,0.68,570
P3,-0.17,0.68,471
P3,-0.16,0.92,450
P3,0.06,1.11,488
P3,0.05,1.11,376
P3,0.11,0.53,683
P3,0.13,0.52,650
P3,0.08,0.77,556
P3,0.08,0.78,668
P3,0.09,0.78,475
P3,0.09,0.77,658
P3,-0.14,1.14,173
P3,-0.14,1.15,342
P3,-0.15,1.15,395
P3,-0.16,1.14,291
P3,0.04,0.54,1808
P3,-0.06,0.69,671
P3,-0.06,0.70,1465
P3,0.15,0.66,303
P3,0.14,0.66,452
P3,0.05,0.59,1124
P3,0.06,0.59,1245
P3,0.06,0.60,1212
P3,0.07,0.59,1156
P3,0.14,0.87,293
P3,0.07,0.26,47146
P3,0.08,0.53,1251
P3,0.09,0.53,1136
P3,0.10,0.53,731
P3,0.22,0.83,1562
P3,-0.07,0.62,825
P3,-0.08,0.62,918
P3,0.05,0.70,787
P3,0.06,0.70,932
P3,0.21,0.86,753
P3,0.07,0.50,1224
P3,0.08,0.50,1162
P3,-0.23,1.39,43
P3,-0.23,1.38,366
P3,0.07,0.64,1010
P3,-0.07,0.51,761
P3,0.09,0.38,1342
P3,0.09,0.37,1354
P3,0.10,0.37,1679
P3,-0.15,0.50,1476
P3,-0.14,0.50,878
P3,-0.14,1.17,315
P3,0.12,0.88,323
P3,0.11,0.88,360
P3,-0.23,0.87,1024
P3,-0.24,0.87,877
P3,-0.24,0.86,668
P3,0.18,0.58,1175
P3,-0.09,0.75,550
P3,-0.10,0.75,368
P3,-0.10,0.74,728
P3,0.20,0.53,4133
P3,0.08,0.27,40290
P3,0.08,0.28,40255
P3,0.14,0.46,1242
P3,-0.06,0.33,2955
P3,-0.14,0.52,1071
P3,-0.15,0.52,1020
P3,-0.16,0.52,939
P3,0.13,1.27,196
P3,0.14,1.27,260
P3,0.15,1.27,334
P3,0.15,1.26,324
P3,0.24,1.14,344
P3,0.24,1.15,253
P3,0.23,1.15,292
P3,0.22,1.15,291
P3,0.22,1.14,378
P3,-0.16,0.93,471
P3,-0.04,0.47,1841
P3,-0.04,0.48,1715
P3,-0.05,0.48,1524
P3,-0.05,0.47,1738
P3,0.24,0.65,2050
P3,-0.18,1.02,483
P3,0.22,1.34,229
P3,0.22,1.35,528
P3,0.21,1.35,602
P3,0.21,1.34,264
P3,0.20,1.34,384
P3,0.24,0.66,2117
P3,-0.22,0.55,3887
P3,-0.18,0.63,1015
P3,-0.15,0.89,646
P3,-0.16,0.89,694
P3,-0.08,0.99,328
P3,-0.09,0.99,499
P3,0.08,0.52,1045
P3,0.09,0.52,842
P3,0.23,1.14,485
P3,0.21,1.14,477
P3,-0.21,0.85,940
P3,-0.21,0.86,976
P3,-0.20,0.86,1003
P3,-0.20,0.85,672
P3,-0.17,1.11,240
P3,-0.16,1.11,375
P3,0.03,0.67,1134
P3,0.04,0.67,986
P3,-0.10,0.55,921
P3,-0.12,0.56,553
P3,0.04,0.59,1105
P3,0.04,0.58,801
P3,0.05,0.58,1062
P3,0.21,0.73,1569
P3,-0.07,1.28,39
P3,-0.07,1.29,178
P3,-0.14,0.93,475
P3,-0.15,0.93,457
P3,0.06,0.58,1057
P3,0.07,0.58,1020
P3,-0.13,0.69,431
P3,-0.14,0.69,430
P3,-0.15,0.69,504
P3,0.24,0.89,790
P3,0.23,0.89,793
P3,-0.05,1.03,674
P3,-0.06,1.03,590
P3,0.20,1.01,802
P3,0.19,1.01,750
P3,0.18,1.01,546
P3,0.01,1.05,512
P3,0.00,0.82,576
P3,-0.01,0.82,408
P3,0.23,0.83,1348
P3,-0.05,0.66,853
